Trial Nr,Diameter,Distance,ID,Movement Time
1,80.0,1280.0,4.087463,6361.0
2,80.0,160.0,1.5849625,1125.0
3,40.0,160.0,2.321928,933.0
4,160.0,160.0,1.0,1067.0
5,160.0,640.0,2.321928,866.0
6,40.0,320.0,3.169925,951.0
7,20.0,640.0,5.044394,1033.0
8,80.0,320.0,2.321928,1067.0
9,40.0,1280.0,5.044394,932.0
10,20.0,320.0,4.087463,1083.0
11,160.0,320.0,1.5849625,1218.0
12,20.0,160.0,3.169925,818.0
13,20.0,1280.0,6.022368,1031.0
14,40.0,640.0,4.087463,1218.0
15,160.0,1280.0,3.169925,1150.0
